Master Index,before_after,date_diff,flight_length,label,label_grouped,rul_2d,rul_5d,rul_10d,split,number_flights_before
23813,after,9,5882.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
23815,before,0,6032.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
23816,after,1,4356.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23819,before,-4,9256.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,1
23820,after,1,4272.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
23821,before,-5,4839.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
23822,before,-14,2566.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,2
23825,after,6,3423.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
23826,after,1,7354.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
23827,before,-1,9911.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
23828,before,-8,6032.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,val,0
23830,before,-3,6956.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
23831,before,-1,4804.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
23832,before,-8,10660.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,train,4
23833,after,1,5551.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23834,after,2,6535.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23835,before,-4,6323.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,3
23836,before,-2,5103.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
23839,after,1,6783.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23841,before,-1,5336.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,1
23843,before,-2,2644.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
23844,after,2,5011.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23845,before,-1,154.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
23847,after,2,5088.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23850,after,1,10520.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23851,after,1,10613.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23853,before,0,4744.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
23856,after,1,3438.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23857,after,4,7128.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23860,after,1,2114.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23861,before,0,123.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
23863,before,-4,2474.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,1
23864,before,-2,4763.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
23865,before,-2,232.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
23867,after,4,5741.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23868,after,1,11299.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
23870,after,1,5896.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23871,after,1,5896.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23874,before,-2,5991.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
23875,before,-2,4182.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,1
23877,after,1,4072.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23882,after,2,2844.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23885,before,0,621.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
23886,before,-2,4543.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
23887,before,-2,4753.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
23890,before,-1,4388.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
23891,before,-2,9486.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
23893,before,-1,247.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
23894,before,-2,6394.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,3
23896,before,-1,4247.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
23899,before,-1,4958.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
23902,after,2,3792.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23904,before,-2,11593.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
23905,before,-2,4681.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,1
23908,after,1,9087.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23910,before,-1,4939.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,2
23911,before,-2,185.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
23912,before,-1,4714.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,1
23913,before,-1,3838.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,3
23914,after,2,11705.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23920,after,1,4559.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23923,before,-2,5597.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
23925,before,0,465.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
23926,before,-2,5127.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,2
23927,after,1,9516.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23933,before,0,434.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
23934,after,4,8574.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
23936,before,-4,4465.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,3
23938,before,-3,6628.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,4
23940,before,-2,6099.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
23941,after,1,4185.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23947,before,-3,5882.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,1
23948,after,3,7453.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23949,after,1,9733.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
23950,before,-1,5299.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,2
23954,after,2,4496.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23958,before,-2,4947.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,4
23959,before,-4,5535.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,1
23960,after,6,3484.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
23962,after,3,4866.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23963,before,-4,216.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,1
23964,before,-1,4761.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
23966,after,2,5788.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23968,before,-2,7489.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
23971,before,-1,10760.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
23974,before,0,5006.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
23976,before,0,372.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
23978,after,2,4666.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23979,before,-2,3282.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
23980,before,-2,3360.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
23982,after,5,5146.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
23985,before,-5,5842.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,2
23987,before,-3,4901.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,3
23988,after,1,6472.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23989,before,0,403.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
23990,after,1,5725.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
23991,before,-1,6224.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
23992,before,-1,5149.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
23994,before,-2,5256.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,2
23996,before,-1,3688.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
23997,after,2,4289.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
24002,after,1,3729.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24007,after,1,5282.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24009,after,1,1399.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24012,before,-2,8621.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
24013,after,1,6298.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24015,after,3,8010.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24016,after,1,4991.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24022,after,5,761.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24023,before,-2,12011.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,2
24026,before,0,574.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24027,after,6,4543.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24028,before,-4,5896.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,2
24030,after,1,5274.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
24031,after,1,6489.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24032,before,-2,5407.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24034,before,-2,4941.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24036,before,-4,419.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,2
24037,after,5,12590.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24039,before,-3,6566.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
24040,after,2,5555.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24041,after,1,4402.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24042,after,3,5360.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24048,after,6,6208.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24050,after,2,5088.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24051,after,1,7268.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
24054,after,5,10448.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24057,before,-4,3168.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,1
24059,after,1,6396.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24060,before,-4,6364.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
24061,before,-1,1880.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
24062,before,-1,4839.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,2
24063,after,2,9569.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24064,after,2,6857.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24066,after,1,9447.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
24067,after,2,3389.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24069,before,-5,9566.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
24070,before,0,5130.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24071,before,-7,13535.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,train,0
24072,after,10,5507.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24078,after,1,9000.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24081,before,-4,7017.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,3
24082,after,6,2644.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24084,after,2,5165.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
24085,before,-2,5274.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
24086,after,1,5191.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24087,before,-1,3142.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24089,before,0,4914.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24090,after,1,5640.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
24091,after,1,154.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
24093,after,1,4134.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24094,before,-1,9439.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
24095,before,-2,10743.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,4
24098,before,0,5269.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24099,before,-1,5600.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
24100,after,1,1478.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24105,after,1,278.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
24106,after,1,6550.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24109,after,5,3655.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24110,after,2,232.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24113,after,1,4708.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24114,before,-1,5365.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24115,before,-5,3465.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,2
24116,before,0,574.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
24117,after,2,15501.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24121,after,1,3093.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
24122,after,1,2613.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24123,before,-1,5035.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
24124,before,-4,3451.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,3
24126,after,1,7016.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24127,after,2,278.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24129,before,-2,10373.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,2
24138,after,2,10691.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24142,before,-2,5778.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,4
24145,after,3,3905.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24146,after,1,6409.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24147,before,-3,5039.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,3
24148,before,-2,4357.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
24149,after,2,10113.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24150,before,-5,3438.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,0
24151,before,-1,6702.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
24153,after,1,4994.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24156,before,-1,8120.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24158,before,-17,6286.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,4
24159,before,-2,3498.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
24161,after,1,6364.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24162,before,-3,3811.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,2
24165,before,-2,7804.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
24168,after,2,4340.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24169,after,3,5321.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24175,after,11,3762.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24176,after,6,5520.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24177,before,0,247.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24180,before,0,294.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24182,before,-1,5351.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
24184,after,1,5446.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24185,before,-2,4136.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,3
24186,after,1,5337.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24191,before,-1,4976.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24192,after,3,5039.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24193,after,1,6465.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24195,after,1,5912.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
24196,after,1,4569.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24197,after,5,5675.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24198,before,-2,1803.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
24199,after,1,6003.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
24200,after,1,12804.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24204,before,-2,6126.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24206,before,0,1151.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
24207,after,1,2440.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
24208,before,-2,8310.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24209,before,-2,4745.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
24212,after,1,5041.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
24213,after,1,5881.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24215,after,1,3791.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24218,before,0,699.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24219,before,-1,2486.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
24220,before,-3,201.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,0
24223,before,-3,4650.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,1
24229,before,0,185.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24232,after,1,5181.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24233,before,-1,5844.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24236,after,3,8636.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24238,before,-2,3111.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
24242,before,-2,3609.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
24243,after,2,6130.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
24247,after,2,107.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
24249,after,1,3453.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24252,before,-2,4761.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
24254,before,-2,4740.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
24256,before,-1,4450.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
24257,before,-2,7138.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
24258,before,-5,4996.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,1
24264,after,1,4680.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
24265,before,-2,5072.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
24267,after,1,5803.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24272,before,-3,7294.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,3
24274,after,1,1834.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
24275,after,1,8148.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24278,before,-8,4933.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,train,0
24281,after,2,6263.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24285,before,-3,5771.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,2
24286,after,1,294.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24288,after,1,9351.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24289,before,0,496.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
24291,before,-1,5413.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24294,before,-2,107.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
24295,before,-1,341.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
24298,before,-5,5443.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,0
24299,after,2,4496.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24301,after,2,4045.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24304,before,-1,5694.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
24306,before,-1,6891.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
24307,before,-3,8650.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,4
24310,before,0,372.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
24314,before,-5,5442.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,2
24316,before,-1,4710.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
24318,after,2,169.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24319,before,-1,419.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
24320,after,2,6178.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24321,before,-1,5897.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24323,before,-13,4698.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,0
24324,after,2,9104.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
24326,after,6,792.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
24328,before,-3,5624.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,0
24329,before,-3,6547.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,0
24337,before,0,870.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
24338,before,-2,3283.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
24340,after,1,5988.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24341,before,-2,4664.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24345,before,-2,528.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
24346,after,1,5602.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24348,before,0,5986.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
24349,before,-13,278.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,1
24350,before,-2,5460.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24353,before,-5,4357.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,2
24354,before,-2,5754.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
24356,before,-2,3884.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24357,before,-2,6423.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,2
24358,after,3,4824.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
24359,before,-1,4592.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24360,after,2,4402.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
24361,before,-1,5040.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24362,after,1,5473.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
24363,before,-5,5695.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
24365,before,-6,107.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,val,2
24366,before,-1,5624.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24368,before,-1,5801.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24370,before,-8,5721.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,test,4
24375,after,1,7796.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24376,before,-2,2723.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
24378,before,-1,4496.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
24379,after,1,10451.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
24381,after,1,7583.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24382,after,8,1369.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24384,after,1,9634.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24385,before,0,621.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24386,before,-1,7999.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
24387,after,2,5814.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24391,before,-5,2161.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,3
24392,after,2,3297.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24395,after,1,5382.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24399,before,-1,3531.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
24402,before,0,605.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
24403,before,-1,5087.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
24404,after,1,107.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24405,after,2,6622.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
24406,before,-3,1710.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,2
24407,after,6,5368.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
24408,before,-3,5913.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
24410,after,1,4913.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
